group,matrix_count,diversity_label,categorical_diversity_score,mixed_attribute_count_dominant_share_lt_0_90,distinct_kinds,dimension_log10_span,nnz_log10_span,nentries_log10_span,matrices_with_explicit_zeros,explicit_zero_count_total,nrows_min,nrows_median,nrows_max,ncols_min,ncols_median,ncols_max,nnz_min,nnz_median,nnz_max,nentries_min,nentries_median,nentries_max,pattern_symmetry_min,pattern_symmetry_median,pattern_symmetry_max,numerical_symmetry_min,numerical_symmetry_median,numerical_symmetry_max,shape_counts,dominant_shape,dominant_shape_share,structure_counts,dominant_structure,dominant_structure_share,entry_type_counts,dominant_entry_type,dominant_entry_type_share,exact_symmetry_counts,dominant_exact_symmetry,dominant_exact_symmetry_share,positive_definite_counts,dominant_positive_definite,dominant_positive_definite_share,kind_counts,dominant_kind,dominant_kind_share,structural_full_rank_counts,dominant_structural_full_rank,dominant_structural_full_rank_share,is_2d3d_counts,dominant_is_2d3d,dominant_is_2d3d_share,cholesky_candidate_counts,dominant_cholesky_candidate,dominant_cholesky_candidate_share,size_band_counts,dominant_size_band,dominant_size_band_share,smallest_nrows_matrices,largest_nrows_matrices,smallest_ncols_matrices,largest_ncols_matrices,smallest_nnz_matrices,largest_nnz_matrices,smallest_nentries_matrices,largest_nentries_matrices
PowerSystem,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,1,2892518,197156,197156,197156,197156,197156,197156,805839,805839,805839,3698357,3698357,3698357,0.2139400937122758,0.2139400937122758,0.2139400937122758,0.02415229830828888,0.02415229830828888,0.02415229830828888,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,power network problem:1,power network problem,1.0,true:1,true,1.0,no:1,no,1.0,no:1,no,1.0,100k_to_1m:1,100k_to_1m,1.0,PowerSystem/power197k=197156,PowerSystem/power197k=197156,PowerSystem/power197k=197156,PowerSystem/power197k=197156,PowerSystem/power197k=805839,PowerSystem/power197k=805839,PowerSystem/power197k=3698357,PowerSystem/power197k=3698357
Precima,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,303813,303813,303813,303813,303813,303813,2006126,2006126,2006126,2006126,2006126,2006126,1.0,1,1.0,1.0,1,1.0,square:1,square,1.0,symmetric:1,symmetric,1.0,real:1,real,1.0,exact_numerical_or_hermitian:1,exact_numerical_or_hermitian,1.0,no:1,no,1.0,data analytics problem:1,data analytics problem,1.0,true:1,true,1.0,no:1,no,1.0,no:1,no,1.0,100k_to_1m:1,100k_to_1m,1.0,Precima/analytics=303813,Precima/analytics=303813,Precima/analytics=303813,Precima/analytics=303813,Precima/analytics=2006126,Precima/analytics=2006126,Precima/analytics=2006126,Precima/analytics=2006126
Priebel,6,homogeneous,0.0,0,1,1.621511,1.690016,1.690016,0,0,584,5523.5,24430,575,5514,24421,6120,59694,299756,6120,59694,299756,0.0,0,0.0,0.0,0,0.0,rectangular:6,rectangular,1.0,rectangular:6,rectangular,1.0,binary:6,binary,1.0,rectangular:6,rectangular,1.0,no:6,no,1.0,combinatorial problem:6,combinatorial problem,1.0,false:6,false,1.0,no:6,no,1.0,no:6,no,1.0,10k_to_100k:2; 1k_to_10k:3; lt_1k:1,1k_to_10k,0.5,Priebel/130bit=584,Priebel/208bit=24430,Priebel/130bit=575,Priebel/208bit=24421,Priebel/130bit=6120,Priebel/208bit=299756,Priebel/130bit=6120,Priebel/208bit=299756
Puri,4,small_group_lt5,0.041667,1,1,0.0,0.0,0.0,0,0,23412,23412,23412,23412,23412,23412,218484,218484,218484,218484,218484,218484,1.0,1,1.0,0.8850885826771654,0.8850885826771654,0.9753731955380578,square:4,square,1.0,unsymmetric:4,unsymmetric,1.0,complex:3; real:1,complex,0.75,pattern_symmetric_only:4,pattern_symmetric_only,1.0,no:4,no,1.0,model reduction problem:4,model reduction problem,1.0,true:4,true,1.0,yes:4,yes,1.0,no:4,no,1.0,10k_to_100k:4,10k_to_100k,1.0,Puri/ABACUS_shell_ud=23412; Puri/ABACUS_shell_ld=23412; Puri/ABACUS_shell_md=23412; Puri/ABACUS_shell_hd=23412,Puri/ABACUS_shell_ud=23412; Puri/ABACUS_shell_ld=23412; Puri/ABACUS_shell_md=23412; Puri/ABACUS_shell_hd=23412,Puri/ABACUS_shell_ud=23412; Puri/ABACUS_shell_ld=23412; Puri/ABACUS_shell_md=23412; Puri/ABACUS_shell_hd=23412,Puri/ABACUS_shell_ud=23412; Puri/ABACUS_shell_ld=23412; Puri/ABACUS_shell_md=23412; Puri/ABACUS_shell_hd=23412,Puri/ABACUS_shell_ud=218484; Puri/ABACUS_shell_ld=218484; Puri/ABACUS_shell_md=218484; Puri/ABACUS_shell_hd=218484,Puri/ABACUS_shell_ud=218484; Puri/ABACUS_shell_ld=218484; Puri/ABACUS_shell_md=218484; Puri/ABACUS_shell_hd=218484,Puri/ABACUS_shell_ud=218484; Puri/ABACUS_shell_ld=218484; Puri/ABACUS_shell_md=218484; Puri/ABACUS_shell_hd=218484,Puri/ABACUS_shell_ud=218484; Puri/ABACUS_shell_ld=218484; Puri/ABACUS_shell_md=218484; Puri/ABACUS_shell_hd=218484
QCD,14,homogeneous,0.0,0,1,1.20412,1.20412,1.20412,0,0,3072,26112,49152,3072,26112,49152,119808,1018368,1916928,119808,1018368,1916928,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.4615384615384616,0.4615384615384616,0.4615384615384616,square:14,square,1.0,unsymmetric:14,unsymmetric,1.0,complex:14,complex,1.0,partially_pattern_symmetric:14,partially_pattern_symmetric,1.0,no:14,no,1.0,theoretical/quantum chemistry problem:14,theoretical/quantum chemistry problem,1.0,true:14,true,1.0,no:14,no,1.0,no:14,no,1.0,10k_to_100k:7; 1k_to_10k:7,10k_to_100k,0.5,QCD/conf5_0-4x4-10=3072; QCD/conf5_0-4x4-14=3072; QCD/conf5_0-4x4-18=3072; QCD/conf5_0-4x4-22=3072; QCD/conf5_0-4x4-26=3072; QCD/conf6_0-4x4-20=3072; QCD/conf6_0-4x4-30=3072,QCD/conf5_4-8x8-05=49152; QCD/conf5_4-8x8-10=49152; QCD/conf5_4-8x8-15=49152; QCD/conf5_4-8x8-20=49152; QCD/conf6_0-8x8-20=49152; QCD/conf6_0-8x8-30=49152; QCD/conf6_0-8x8-80=49152,QCD/conf5_0-4x4-10=3072; QCD/conf5_0-4x4-14=3072; QCD/conf5_0-4x4-18=3072; QCD/conf5_0-4x4-22=3072; QCD/conf5_0-4x4-26=3072; QCD/conf6_0-4x4-20=3072; QCD/conf6_0-4x4-30=3072,QCD/conf5_4-8x8-05=49152; QCD/conf5_4-8x8-10=49152; QCD/conf5_4-8x8-15=49152; QCD/conf5_4-8x8-20=49152; QCD/conf6_0-8x8-20=49152; QCD/conf6_0-8x8-30=49152; QCD/conf6_0-8x8-80=49152,QCD/conf5_0-4x4-10=119808; QCD/conf5_0-4x4-14=119808; QCD/conf5_0-4x4-18=119808; QCD/conf5_0-4x4-22=119808; QCD/conf5_0-4x4-26=119808; QCD/conf6_0-4x4-20=119808; QCD/conf6_0-4x4-30=119808,QCD/conf5_4-8x8-05=1916928; QCD/conf5_4-8x8-10=1916928; QCD/conf5_4-8x8-15=1916928; QCD/conf5_4-8x8-20=1916928; QCD/conf6_0-8x8-20=1916928; QCD/conf6_0-8x8-30=1916928; QCD/conf6_0-8x8-80=1916928,QCD/conf5_0-4x4-10=119808; QCD/conf5_0-4x4-14=119808; QCD/conf5_0-4x4-18=119808; QCD/conf5_0-4x4-22=119808; QCD/conf5_0-4x4-26=119808; QCD/conf6_0-4x4-20=119808; QCD/conf6_0-4x4-30=119808,QCD/conf5_4-8x8-05=1916928; QCD/conf5_4-8x8-10=1916928; QCD/conf5_4-8x8-15=1916928; QCD/conf5_4-8x8-20=1916928; QCD/conf6_0-8x8-20=1916928; QCD/conf6_0-8x8-30=1916928; QCD/conf6_0-8x8-80=1916928
QLi,3,small_group_lt5,0.055556,1,1,0.439352,0.476197,0.501941,1,320016,160000,160000,440020,160000,160000,440020,1750416,1750416,5240084,1750416,1750416,5560100,0.5503013048158469,0.5503013048158469,1.0,0.0,0.0002376736652548767,0.0002439613283568576,square:3,square,1.0,unsymmetric:3,unsymmetric,1.0,real:3,real,1.0,partially_pattern_symmetric:2; pattern_symmetric_only:1,partially_pattern_symmetric,0.666667,no:3,no,1.0,optimization problem:3,optimization problem,1.0,true:3,true,1.0,no:3,no,1.0,no:3,no,1.0,100k_to_1m:3,100k_to_1m,1.0,QLi/crashbasis=160000; QLi/majorbasis=160000,QLi/largebasis=440020,QLi/crashbasis=160000; QLi/majorbasis=160000,QLi/largebasis=440020,QLi/crashbasis=1750416; QLi/majorbasis=1750416,QLi/largebasis=5240084,QLi/crashbasis=1750416; QLi/majorbasis=1750416,QLi/largebasis=5560100
QY,2,small_group_lt5,0.0,0,1,0.444411,0.847755,0.847755,0,0,14454,27335,40216,14454,27335,40216,147972,595066,1042160,147972,595066,1042160,1.0,1,1.0,1.0,1,1.0,square:2,square,1.0,symmetric:2,symmetric,1.0,real:2,real,1.0,exact_numerical_or_hermitian:2,exact_numerical_or_hermitian,1.0,no:2,no,1.0,power network problem sequence:2,power network problem sequence,1.0,true:2,true,1.0,no:2,no,1.0,no:2,no,1.0,10k_to_100k:2,10k_to_100k,1.0,QY/case9=14454,QY/case39=40216,QY/case9=14454,QY/case39=40216,QY/case9=147972,QY/case39=1042160,QY/case9=147972,QY/case39=1042160
Qaplib,8,type_homogeneous_size_diverse,0.0,0,1,3.226858,3.174101,3.174101,0,0,210,2052,52260,225,5244,379350,1050,22800,1567800,1050,22800,1567800,0.0,0,0.0,0.0,0,0.0,rectangular:8,rectangular,1.0,rectangular:8,rectangular,1.0,integer:8,integer,1.0,rectangular:8,rectangular,1.0,no:8,no,1.0,linear programming problem:8,linear programming problem,1.0,true:8,true,1.0,no:8,no,1.0,no:8,no,1.0,100k_to_1m:1; 10k_to_100k:2; 1k_to_10k:2; lt_1k:3,lt_1k,0.375,Qaplib/lp_nug05=210,Qaplib/lp_nug30=52260,Qaplib/lp_nug05=225,Qaplib/lp_nug30=379350,Qaplib/lp_nug05=1050,Qaplib/lp_nug30=1567800,Qaplib/lp_nug05=1050,Qaplib/lp_nug30=1567800
Quaglino,2,small_group_lt5,0.0,0,1,0.879377,0.794786,0.794786,0,0,4326,18547.5,32769,4326,18547.5,32769,61166,221246,381326,61166,221246,381326,0.5699899872904575,0.6554031569105349,0.7408163265306122,0.0,0,0.0,square:2,square,1.0,unsymmetric:2,unsymmetric,1.0,real:2,real,1.0,partially_pattern_symmetric:2,partially_pattern_symmetric,1.0,no:2,no,1.0,materials problem:2,materials problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:2,no,1.0,10k_to_100k:1; 1k_to_10k:1,10k_to_100k,0.5,Quaglino/viscoplastic1=4326,Quaglino/viscoplastic2=32769,Quaglino/viscoplastic1=4326,Quaglino/viscoplastic2=32769,Quaglino/viscoplastic1=61166,Quaglino/viscoplastic2=381326,Quaglino/viscoplastic1=61166,Quaglino/viscoplastic2=381326
Rajat,32,categorically_heterogeneous,0.135417,3,1,4.540839,4.485022,4.398288,22,1472235,135,33731.5,4690002,135,33731.5,4690002,665,162866,20316253,812,163783.5,20316253,0.626033640830624,0.9951695846058093,1.0,0.009194565053000587,0.4286578279800002,1.0,square:32,square,1.0,symmetric:6; unsymmetric:26,unsymmetric,0.8125,binary:7; real:25,real,0.78125,exact_numerical_or_hermitian:6; partially_pattern_symmetric:19; pattern_symmetric_only:7,partially_pattern_symmetric,0.59375,no:32,no,1.0,circuit simulation problem:32,circuit simulation problem,1.0,true:32,true,1.0,no:32,no,1.0,no:32,no,1.0,100k_to_1m:6; 10k_to_100k:15; 1k_to_10k:7; ge_1m:1; lt_1k:3,10k_to_100k,0.46875,Rajat/rajat11=135,Rajat/rajat31=4690002,Rajat/rajat11=135,Rajat/rajat31=4690002,Rajat/rajat11=665,Rajat/rajat31=20316253,Rajat/rajat11=812,Rajat/rajat31=20316253
Raju,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,1,44220,67173,67173,67173,67173,67173,67173,3788857,3788857,3788857,3833077,3833077,3833077,0.9022908019592145,0.9022908019592145,0.9022908019592145,0.5518386226500883,0.5518386226500883,0.5518386226500883,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,computational fluid dynamics problem:1,computational fluid dynamics problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Raju/laminar_duct3D=67173,Raju/laminar_duct3D=67173,Raju/laminar_duct3D=67173,Raju/laminar_duct3D=67173,Raju/laminar_duct3D=3788857,Raju/laminar_duct3D=3788857,Raju/laminar_duct3D=3833077,Raju/laminar_duct3D=3833077
Rommes,35,mixed_some_attributes,0.07619,1,1,2.786472,2.084421,2.084421,0,0,66,7135,40366,66,7135,40366,1194,34738,145019,1194,34738,145019,0.3339191564147627,0.8020552507215579,1.0,0.0,0.5712336093539642,0.7583878152166104,square:35,square,1.0,unsymmetric:35,unsymmetric,1.0,real:35,real,1.0,partially_pattern_symmetric:19; pattern_symmetric_only:16,partially_pattern_symmetric,0.542857,no:35,no,1.0,eigenvalue/model reduction problem:35,eigenvalue/model reduction problem,1.0,false:22; true:13,false,0.628571,yes:35,yes,1.0,no:35,no,1.0,10k_to_100k:16; 1k_to_10k:14; lt_1k:5,10k_to_100k,0.457143,Rommes/ww_36_pmec_36=66,Rommes/bauru5727=40366,Rommes/ww_36_pmec_36=66,Rommes/bauru5727=40366,Rommes/ww_36_pmec_36=1194,Rommes/bauru5727=145019,Rommes/ww_36_pmec_36=1194,Rommes/bauru5727=145019
Ronis,2,small_group_lt5,0.0,0,1,0.510545,0.515045,0.515045,0,0,48600,103032,157464,48600,103032,157464,1181120,2523904,3866688,1181120,2523904,3866688,1.0,1,1.0,0.7756792256277864,0.7757462281496047,0.775813230671423,square:2,square,1.0,unsymmetric:2,unsymmetric,1.0,real:2,real,1.0,pattern_symmetric_only:2,pattern_symmetric_only,1.0,no:2,no,1.0,materials problem:2,materials problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:2,no,1.0,100k_to_1m:1; 10k_to_100k:1,100k_to_1m,0.5,Ronis/xenon1=48600,Ronis/xenon2=157464,Ronis/xenon1=48600,Ronis/xenon2=157464,Ronis/xenon1=1181120,Ronis/xenon2=3866688,Ronis/xenon1=1181120,Ronis/xenon2=3866688
Rost,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,74104,74104,74104,74104,74104,74104,365580,365580,365580,365580,365580,365580,0.0001203589980660497,0.0001203589980660497,0.0001203589980660497,0.0001148881345175929,0.0001148881345175929,0.0001148881345175929,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,complex:1,complex,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,semiconductor device problem:1,semiconductor device problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Rost/RFdevice=74104,Rost/RFdevice=74104,Rost/RFdevice=74104,Rost/RFdevice=74104,Rost/RFdevice=365580,Rost/RFdevice=365580,Rost/RFdevice=365580,Rost/RFdevice=365580
Rothberg,6,categorically_heterogeneous,0.194444,3,2,1.548315,1.581897,1.581897,2,5276,4350,62113,153746,4350,62113,153746,237798,2455493,9080404,237798,2458131,9080404,1.0,1,1.0,1.0,1,1.0,square:6,square,1.0,symmetric:6,symmetric,1.0,binary:4; real:2,binary,0.666667,exact_numerical_or_hermitian:6,exact_numerical_or_hermitian,1.0,no:4; yes:2,no,0.666667,computational fluid dynamics problem:3; structural problem:3,computational fluid dynamics problem,0.5,true:6,true,1.0,yes:6,yes,1.0,yes:6,yes,1.0,100k_to_1m:2; 10k_to_100k:3; 1k_to_10k:1,10k_to_100k,0.5,Rothberg/struct4=4350,Rothberg/gearbox=153746,Rothberg/struct4=4350,Rothberg/gearbox=153746,Rothberg/struct4=237798,Rothberg/gearbox=9080404,Rothberg/struct4=237798,Rothberg/gearbox=9080404
Rucci,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,1977885,1977885,1977885,109900,109900,109900,7791168,7791168,7791168,7791168,7791168,7791168,0.0,0,0.0,0.0,0,0.0,rectangular:1,rectangular,1.0,rectangular:1,rectangular,1.0,real:1,real,1.0,rectangular:1,rectangular,1.0,no:1,no,1.0,least squares problem:1,least squares problem,1.0,true:1,true,1.0,no:1,no,1.0,no:1,no,1.0,ge_1m:1,ge_1m,1.0,Rucci/Rucci1=1977885,Rucci/Rucci1=1977885,Rucci/Rucci1=109900,Rucci/Rucci1=109900,Rucci/Rucci1=7791168,Rucci/Rucci1=7791168,Rucci/Rucci1=7791168,Rucci/Rucci1=7791168
Rudnyi,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,60740,60740,60740,60740,60740,60740,2035281,2035281,2035281,2035281,2035281,2035281,0.9691204183655847,0.9691204183655847,0.9691204183655847,0.9180067671423384,0.9180067671423384,0.9180067671423384,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,computational fluid dynamics problem:1,computational fluid dynamics problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Rudnyi/water_tank=60740,Rudnyi/water_tank=60740,Rudnyi/water_tank=60740,Rudnyi/water_tank=60740,Rudnyi/water_tank=2035281,Rudnyi/water_tank=2035281,Rudnyi/water_tank=2035281,Rudnyi/water_tank=2035281
SNAP,68,categorically_heterogeneous,0.259804,4,10,4.814793,5.250353,5.250353,0,0,1005,82007.5,65608366,1005,82007.5,65608366,20296,547436.5,3612134270,20296,547436.5,3612134270,0.0,0.5371178064241937,1.0,0.0,0.38366599754485475,1.0,square:68,square,1.0,symmetric:21; unsymmetric:47,unsymmetric,0.691176,binary:53; integer:15,binary,0.779412,exact_numerical_or_hermitian:21; partially_pattern_symmetric:36; pattern_symmetric_only:1; pattern_unsymmetric:10,partially_pattern_symmetric,0.529412,no:68,no,1.0,directed graph:30; directed graph with communities:2; directed temporal multigraph:8; directed weighted graph:4; directed weighted graph sequence:1; directed weighted temporal graph:2; directed weighted temporal multigraph:1; undirected graph:11; undirected graph sequence:3; undirected graph with communities:6,directed graph,0.441176,missing:68,missing,1.0,no:68,no,1.0,no:68,no,1.0,100k_to_1m:16; 10k_to_100k:23; 1k_to_10k:13; ge_1m:16,10k_to_100k,0.338235,SNAP/email-Eu-core=1005; SNAP/email-Eu-core-temporal=1005,SNAP/com-Friendster=65608366,SNAP/email-Eu-core=1005; SNAP/email-Eu-core-temporal=1005,SNAP/com-Friendster=65608366,SNAP/CollegeMsg=20296,SNAP/com-Friendster=3612134270,SNAP/CollegeMsg=20296,SNAP/com-Friendster=3612134270
